SSN,Longitude,Latitude,Region,Country,Site,Cluster,Plot,Depth,Clay_2um,Clay_8um,Clay_20um,Clay_63um,Total_C,CORG,CINORG,Total_N,pH,Am_Ox_Al,Am_Ox_Fe,Am_Ox_Mn,Am_Ox_P,Olsen_P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,VegStructure,Date,Altitude,Accuracy,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Allophytic,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,VegStrataDescr,SameLanduse90,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,Notes,Delta14C,Delta14C_err,F14C,F14C_err,TurnoverTime,Delta13C,SSN.XRPD,Quartz,Clay_1_1,Clay_2_1,Amorphous,Pedogenic_Oxides,Feldspars,LIG_N,SoilTMP_C,SoilMoi_kgm2,SoilMoi_m3m3,Litterfall.gC.m2.yr,Litterroot.gC.m2.yr,NPP.gC.m2.yr,NPP.gC.m2.d,clay_extracted,bd_extracted,silt_extracted,MAT,MAP,PET,npp_modis,socs,sm,stemp
icr062440,48.7579,-18.2813,East Africa,Madagascar,Didy,16,4,Subsoil,50.318,81.738,93.169,96.368,2.13,2.13,0,0.18,4.65,2697.04988,3670.007989,263.8147301,-16.35775072,1.28,376.93,0.11,0.067791796,0.200769308,0.044539924,5.187532662,89484.30444,67.80910486,13.68776844,79.80241755,29.15422304,109006.9566,90.23208092,80.7606239,471.0333206,43.22362975,19.86282491,865.36058,11.3965787,492.2115216,31.08315463,Forest,27-04-12,1045,5.9,29,35,Sloping,High gradient mountain,Midslope,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,3,4,5,5,5,4,canope de grande taille; arbre de plus  de 25 m de hauteur avec de bamboo [volosy ] ; canope plus  ou moins claire,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,37,volosy ; rotrala ; tavolo ; CUMMASS 110 cm,20.8,2.3,1.0294,0.0023,202,-26.15,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.166670816,450.22,90.1470284,540.3670284,1.480457612,30,1.04,20,20.85833323,1878,1485,2.102414286,4.4304,0.453561753,20.18564415
icr062442,48.7574,-18.2802,East Africa,Madagascar,Didy,16,5,Subsoil,71.098,90.674,93.652,95.894,1.98,1.98,0,0.15,4.62,2348.669245,1975.838432,103.6507294,-19.67392347,0.92,281.18,0.11,0.060921142,0.1601956,0.011458168,3.714874976,101173.975,55.43898702,5.918770445,89.96675137,14.78762053,85833.85834,83.52608936,79.80379977,200.469861,28.97918519,13.32095006,575.4952672,8.161762133,367.645445,18.25491788,Forest,27-04-12,1038,7.1,25,25,Steep,High gradient mountain,Midslope,0,0,0,0,1,1,0,0,0,1,0,1,1,1,4,4,4,3,5,4,4,5,canope de taille superieur 25 m ; avec des moyenne taille ; vielle arbre lombee,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,volosy ; famelona ; varongy ; akondrohazo,NA,NA,NA,NA,NA,NA,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.166670816,450.22,89.28591356,539.5059136,1.478098393,29,1.04,20,20.85833323,1878,1485,2.090271429,4.1184,0.453561753,20.18564415
icr062444,48.763,-18.2765,East Africa,Madagascar,Didy,16,7,Subsoil,47.437,67.696,75.077,79.442,1.42,1.42,0,0.11,5.29,1709.224985,2018.638664,199.7259906,-27.03066243,1.08,145.6,1.54,0.317538991,1.084483263,0.047256602,5.928099181,71376.37597,406.8992817,8.398846393,96.99618587,15.42258773,54437.69567,643.957739,808.8912041,274.7676777,36.72643189,25.55844241,289.8572204,10.68609387,181.007925,28.20687566,Forest,28-04-12,945,2.8,28,22,Steep,High gradient mountain,Midslope,0,0,0,0,1,1,0,1,1,1,0,1,1,1,5,5,5,5,0,0,1,1,canope de tres grande taille en majorite ; ombre tres importante des arbres; pas de strate herbacee,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,bamboo ; famelona ; rotrala,-123.3,2.4,0.8842,0.0024,1241,-24.72,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.171478628,450.22,90.04400134,540.2640013,1.480175346,33,1.07,20,20.33750002,1801,1460,2.072228571,3.0388,0.453561753,20.18564415
icr062446,48.7612,-18.2745,East Africa,Madagascar,Didy,16,8,Subsoil,74.398,89.454,92.55,94.956,1.37,1.37,0,0.09,4.76,2830.747985,2235.437521,104.2770569,7.62551167,0.82,206.89,0.08,0.05359961,0.115379764,0.015087101,-1.754312711,98253.24956,48.44053828,3.960979746,170.7234246,20.52853512,83175.07366,145.6954627,59.99956637,222.5450478,29.52223772,18.53165552,552.5367134,6.000748548,303.022473,14.8077023,Forest,28-04-12,1003,8.4,27,29,Sloping,Medium gradient mountain,Midslope,0,0,0,0,1,1,0,1,1,1,0,1,1,0,3,3,4,3,4,4,1,4,canope de grande taille en majorite avec des canope de petite taille et moyenne taille . vielle arbre lombee,Yes,0,0,0,0,foret non perturbe; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,varongy ; volosy ;kijy CUMMASS 110cm,NA,NA,NA,NA,NA,NA,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.171478628,450.22,91.34226834,541.5622683,1.483732242,33,1.07,20,20.30416663,1800,1461,2.071071429,2.9318,0.453561753,20.18564415
icr062448,48.7598,-18.2762,East Africa,Madagascar,Didy,16,9,Subsoil,52.814,77.291,87.41,93.146,1.33,1.33,0,0.12,4.75,2529.454588,4147.970963,508.8871069,31.78980755,1.2,282.35,0.84,0.038543318,0.630867493,0.026954508,5.47050827,77262.64154,276.4639174,10.71729193,84.51158858,24.7529573,73052.519,1357.070096,1633.193729,668.4993318,45.19085635,21.26808562,493.5148148,12.06390306,210.1026716,43.18263469,Forest,28-04-12,1013,2.8,16,12,Sloping,Medium gradient mountain,Midslope,0,0,0,0,1,1,1,0,1,1,0,1,1,0,3,4,5,2,2,3,3,1,canope de taille tres grande ; beaucoup des chabilis [arbre  qui tombe]; ce sont des vielles arbres. avec beaucoup de bamboo,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,bamboo,NA,NA,NA,NA,NA,NA,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.174683836,450.22,91.50417183,541.7241718,1.484175813,33,1.09,20,20.33750002,1801,1460,2.1067,2.8994,0.453561753,20.18564415
icr062452,48.763,-18.2754,East Africa,Madagascar,Didy,16,11,Subsoil,37.217,71.041,81.443,88.603,1.26,1.26,0,0.11,4.98,2010.132083,3151.843459,361.3698185,17.47076092,1.58,128.33,0.56,0.16706619,1.042661939,0.045942571,1.047564092,81401.8776,553.3206702,14.44402051,73.87694425,24.97699304,69980.99164,1194.445805,1758.124341,521.436485,38.79730755,24.27041062,494.4760779,16.22316966,230.7032197,39.95331058,Forest,28-04-12,929,2.6,36,34,Steep,High gradient mountain,Midslope,0,0,0,0,1,1,0,0,1,1,0,0,1,1,5,4,5,4,1,1,2,2,canope de grande taille et moyenne melangee ; avec presence des volosy [bamboo ]; strate  herbacee  de faible couverture,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,35,50,,-91.6,1.9,0.9161,0.0019,935,-24.16,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.169876024,450.22,90.04400134,540.2640013,1.480175346,30,1.06,21,20.33750002,1801,1460,2.071071429,2.6712,0.453561753,20.18564415
icr068132,1.735128333,13.393575,West Africa,Niger,Nyalagari,2,7,Subsoil,27.779,34.674,36.887,42.602,0.17,0.17,0,0.01,4.79,729.3073862,507.475015,53.37437216,-28.22003568,0.44,34.85,0.19,0.167784435,0.14506865,0.002965646,-1.44995846,10647.71119,60.02411697,3.525723199,24.70232661,3.384712324,10929.31044,368.6058355,237.274759,102.2979284,19.07298112,6.047202074,56.7683972,4.813350165,18.59153323,9.349305618,Cropland,07-05-12,81,1.7,3.5,1.5,Sloping,Plain,Footslope,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,2,2,Crop land ;okra  crop ;inside millet crop home garden  with death  fence;herbaceous cover Zornia glochidiata ;Sida cordyfolia .,Yes,1,1,0,0,Cash crop /okra crop ;inside millet in subplot 3and 4.,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,50,50,50,50,Cash /food crop  home garden okra inside millet crop in plain footslope .,-255.9,4.7,0.7504,0.0047,2881,NA,icr068132,86.5659,8.6129,0,0,3.1551,0,9.277812168,30.11478424,138.72362,0.19698754,148.92,63.00461607,211.9246161,0.580615386,14,1.42,12,29.21249978,495,2904,0,0.4828,0.090905473,31.83785248
icr068150,1.731593333,13.418405,West Africa,Niger,Nyalagari,3,6,Subsoil,19.064,25.021,26.949,32.759,0.15,0.15,0,0.01,4.96,904.9506926,487.3778831,80.14870981,-25.61368261,0.34,25.95,0.18,0.133191583,0.14840861,0.008304595,-1.215441992,12356.9186,60.54646644,4.26811736,25.7698145,2.225688301,15730.65368,380.5693789,252.0042503,131.8005707,20.65469425,7.052889456,71.19072679,3.684875763,19.62059541,11.16061861,Cropland,24-06-12,126,1.7,2.5,1.5,Sloping,Plain,Footslope,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,0,0,0,2,2,2,2,Crop land/millet crop with Piliostigma reticulata ;herbaceous cover Zornia glochidiata ;Cassia tora .,Yes,1,1,0,0,Food crop .,1,1,1,1,Sheet,Gully/Mass,Sheet,Sheet,None,0,,50,50,0,50,Food crop /millet crop located on a sandy plain gully erosion in subplot 4 ;subplot 1 close to big Piliostigma reticulata shrub .,-197,5,0.8098,0.005,2078,NA,icr068150,78.7853,8.0155,0,1.7279,7.1641,0,9.277812168,30.11478424,138.72362,0.199762013,148.92,86.46967484,235.3896748,0.644903219,16,1.44,10,29.19583329,488,2928,0,0.432,0.090905473,31.83785248
icr068162,1.738738333,13.43555333,West Africa,Niger,Nyalagari,4,2,Subsoil,23.636,34.83,41.507,51.228,0.41,0.41,0,0.03,4.7,848.0300451,527.0824935,82.33629119,-1.71031237,0.74,36.71,0.5,0.068728184,0.388222539,0.052786481,2.596569744,13574.85835,143.4228723,5.865291783,50.06478939,5.562965173,26152.37362,399.6395672,362.891382,142.0766639,21.90892893,8.090255457,103.1733168,5.733610983,36.52036887,12.6747861,Cropland,30-06-12,118,1.6,3,3,Sloping,Plain,Footslope,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,2,2,1,1,1,Crop land  in 5 years old fallow ;with Guiera senegalensis ;Combretum micrantum Boscia senegalensis ;herbaceous cover mainly Zornia glochidiata ;Cassia tora .subplot 1 located about 15m from a footslope of a plateau .,No,1,1,0,0,Food crop in 5 years old fallow usually millet located sandy plain .,1,1,1,1,Rill,Rill,Sheet,Rill,None,0,,50,50,50,46,Food crop in 2years old fallow usually millet located sandy plain about 15m from plateau footslope .,-38.7,2.6,0.9695,0.0026,509,-22.11,icr068162,82.8388,8.7652,0,2.4943,4.1368,0,9.277812168,30.11478424,138.72362,0.201149249,148.92,65.70000052,214.6200005,0.588000001,19,1.45,13,29.17499979,485,2937,2.00E-04,1.189,0.090905473,31.83785248
icr068182,1.759763333,13.37571833,West Africa,Niger,Nyalagari,5,2,Subsoil,31.979,45.216,51.855,57.347,0.44,0.44,0,0.03,6.36,769.1715067,665.0217059,187.6360865,1.880874491,2.1,49.74,1.29,0.855619035,0.813505732,0.035070683,2.476502647,18142.2344,311.8849202,11.21030037,51.53419251,10.22662721,31937.03926,752.8283013,469.6150064,335.2014716,37.07046339,21.47886498,172.4452183,6.494259578,31.92322957,30.2766189,Cropland,07-03-12,138,1.8,2,1,Sloping,Plain,Upland,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,2,2,2,2,Crop land /sorghum;peanut;maize crop;few herbaceous cover Zornia glochidiata ;Cassia tora .,No,1,1,0,0,Cash crop /food crop on a sandy clay loam plain  about 200m from Bella village .,1,1,1,1,Sheet,Rill,Gully/Mass,Sheet,None,0,,34,43,40,38,Cash crop /food crop house field of Bella village located on plain on footslope of a plateau .,NA,NA,NA,NA,NA,NA,icr068182,64.1903,16.965,0,2.9971,13.3199,0,9.277812168,30.11693001,137.9260566,0.197234261,148.92,31.02499926,179.9449993,0.492999998,19,1.43,16,29.20833317,495,2949,0,1.2584,0.090905473,31.83785248
icr068222,1.754711667,13.41339833,West Africa,Niger,Nyalagari,7,2,Subsoil,16.553,24.855,28.786,35.604,0.16,0.16,0,0.01,4.97,601.0789755,436.2915798,190.8705293,-13.19549678,0.48,30.33,0.25,0.100678976,0.15043842,0.02837665,-0.456529859,9489.262208,75.9147647,6.364889852,35.21925453,3.580771326,22853.38476,298.2970799,219.1281605,242.254209,18.00702592,6.951446935,69.3476794,5.138751951,15.42215628,8.482374341,Cropland,07-01-12,191,1.5,1,1,Level,Medium gradient hill,Upland,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,2,1,1,1,Crop land millet ;with Guiera senegalensis ;Piliostigma reticulatum ;herbaceous cover many Zornia glochidiata Sida cordyfolia ;recent  sandy  deposits .,Yes,1,1,0,0,Food crop /millet crop .,1,3,1,1,Sheet,Sheet,Rill,Sheet,None,0,,20,38,32,50,Food crop millet crop in on medium gradient hill recent sandy deposit .,-222.3,4.9,0.7844,0.0049,2407,NA,icr068222,77.2753,9.0578,0,2.1881,7.4877,1.3408,9.277812168,30.11693001,137.9260566,0.198613521,148.92,81.55142815,230.4714281,0.63142857,19,1.44,14,29.19999973,490,2935,0,0.4608,0.090905473,31.83785248
icr068280,1.77919,13.38991667,West Africa,Niger,Nyalagari,10,1,Subsoil,13.735,25.621,34.877,48.965,0.39,0.39,0,0.03,5.01,516.2995107,453.1173741,49.02887888,-92.4428361,0.82,97.12,0.33,0.116055536,0.106286037,0.007384499,2.309109622,7279.958194,145.8738903,4.22846318,29.00071661,3.623435061,15064.5551,295.8032752,311.5335013,95.61709387,36.71321441,4.324192664,72.02342866,4.61884682,28.48738244,7.634173023,Shrubland,27-06-12,103,1.5,0.5,1,Level,Medium gradient hill,Upland,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,2,1,2,2,2,2,2,Shrub land Combretum micrantum ;Guiera senegalensis ;Boscia senegalensis few herbaceous cover newly growing of Zornia glochidiata ;wind erosion sandy deposit .,Yes,0,1,0,0,Semi natural terrestrial vegetation pasture land fire wood collection .,1,1,2,2,Rill,Rill,Sheet,Sheet,None,0,,50,50,50,0,Semi natural terrestrial vegetation pasture land fire wood collection located on a top of medium gradient hill ;few spars hardpan iron rock .,-11.3,2.9,0.9971,0.0029,342,-19.77,icr068280,77.2636,8.3195,0,2.0589,6.2459,0,19.88391681,30.11693001,137.9260566,0.199992782,148.92,82.43785334,231.3578533,0.633857132,19,1.45,15,29.20416641,495,2926,0,1.131,0.090905473,31.83785248
icr068322,1.777961667,13.43786,West Africa,Niger,Nyalagari,12,2,Subsoil,62.649,74.412,78.913,84.399,0.64,0.64,0,0.06,4.12,1494.384819,853.7586971,63.9947254,10.62492532,2.86,84.45,1.54,0.179424719,1.417776307,0.114643644,-0.170811845,40423.4508,348.2543112,6.171626755,54.829518,7.774134071,33517.98082,788.6334257,822.9204492,126.7050128,47.50692909,14.94849446,187.5337054,11.57036639,89.28013242,18.360767,Shrubland,26-06-12,217,1.5,0.5,0,Level,Major depression,Footslope,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,2,1,2,2,2,0,2,Shrub land with Combretum micrantum ;Guiera senegalensis ;Boscia senegalensis ;few herbaceous cover ;Zornia glochidiata .,Yes,0,1,0,0,Semi natural terrestrial vegetation pasture land fire wood collection .,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,39,42,42,41,Semi natural terrestrial vegetation pasture land fire wood collection located on a major depression /border .,-35.2,2.2,0.973,0.0022,486,-22.47,icr068322,55.6388,24.9421,0,1.1629,10.9376,0,19.88391681,30.11693001,137.9260566,0.195855,148.92,65.70000052,214.6200005,0.588000001,23,1.42,14,29.02499994,487,2924,0,1.8176,0.090905473,31.83785248
icr068340,1.804516667,13.37199833,West Africa,Niger,Nyalagari,13,1,Subsoil,29.809,36.975,40.167,45.293,0.24,0.24,0,0.01,4.49,858.2961185,1252.265244,82.29800484,-28.28318641,0.5,39.04,0.16,0.026807211,0.096202891,0.024944213,1.131110796,12244.19059,69.07569609,5.218440729,17.67026153,2.69137909,13097.53304,238.5976458,238.3856285,108.4112831,29.89782142,7.471597679,55.90640918,3.768774195,22.66893532,9.448922221,Cropland,21-06-12,219,1.9,1.5,1,Sloping,Plain,Footslope,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,CCrop land ;millet crop Guiera senegalensis ;Combretum micrantum Combretum Boscia senegalensis ;very few herbaceous newly growing of Zornia glochidiata ;l0cated about 20m from a plateau .,No,0,1,0,0,Food crop located on a a sandy plain .,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,50,50,50,Food crop millet crop located on a sandy plain.,-123.6,5.2,0.8839,0.0052,1245,NA,icr068340,77.1531,12.4274,0,2.5105,3.7643,0,9.277812168,30.11693001,137.9260566,0.198613521,148.92,72.20363852,221.1236385,0.605818188,19,1.44,12,29.15833322,499,2908,0,0.6912,0.077233478,31.79538155
icr068362,1.798298333,13.38568167,West Africa,Niger,Nyalagari,14,2,Subsoil,48.471,57.469,61.943,67.581,0.35,0.35,0,0.02,4.7,1134.223895,578.1297557,42.74229199,-27.53584795,0.62,59.51,0.4,0.045571273,0.333152319,0.030402087,0.050602328,22275.90596,127.3307325,3.568985771,46.91274095,4.433669013,21082.18992,500.1418257,421.9773489,94.56682125,33.05112012,8.464456276,84.39631857,7.593747354,42.34200229,12.74670243,Shrubland,20-06-12,201,1.6,0.5,1,Level,Valley,Footslope,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2,3,1,1,1,1,1,1,Open shrub land with Guiera senegalensis ;Combretum micrantum ;Piliostigma reticulata;shared with more close vegetation in subplot 2 .Few herbaceous cover newly growing of Zornia glochidiata . sandy falley.,Yes,0,1,0,0,Semi natural terrestrial vegetation pasture land fire wood collection .,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,5,50,50,50,Semi natural terrestrial vegetation pasture land fire wood collection located on a on sandy valley /footslope .,-85.9,2.6,0.9219,0.0026,884,-22.08,icr068362,55.9221,24.3392,0,3.0377,7.9607,0,19.88391681,30.11693001,137.9260566,0.198613521,148.92,67.11887199,216.038872,0.591887321,21,1.44,13,29.09166646,495,2922,0,1.008,0.077233478,31.79538155
icr068382,1.802671667,13.404805,West Africa,Niger,Nyalagari,15,2,Subsoil,29.532,36.836,41.037,45.666,0.3,0.3,0,0.02,4.29,862.0760215,411.5115363,11.61587473,-19.57991268,1.5,33.78,0.17,0.054421408,0.124465519,0.018097268,0.171945176,15048.07081,67.81336272,1.903652443,24.76648078,3.054034686,10754.87704,272.6798169,254.4282314,42.77102052,25.19273355,4.943587123,79.65135066,5.33774028,37.43773722,7.705832236,Shrubland,19-06-12,243,1.6,1.5,1,Level,Medium gradient hill,Upland,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,Shrub land with Combretum micrantum ;Boscia senegalensis ;Combretum nigricans ;shared with degraded area ;no herbaceous cover .,Yes,0,1,0,0,Semi natural terrestrial vegetation primary degraded shrub land using pasture land ;fire wood collection .,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,40,35,36,48,Semi natural terrestrial vegetation /degraded shrub land using for pasture land and fire wood collection .Located on a medium gradient hill .,-135.8,3.1,0.8715,0.0031,1371,-23.44,icr068382,72.1941,18.0876,0,0,5.3952,0,19.88391681,30.11693001,137.9260566,0.201372043,148.92,51.7433884,200.6633884,0.549762708,21,1.46,13,29.0250001,494,2924,0,0.876,0.077233478,31.79538155
icr068400,1.799123333,13.43122,West Africa,Niger,Nyalagari,16,1,Subsoil,39.867,48.109,52.981,58.2,0.36,0.36,0,0.03,4.51,1353.980392,503.9288567,23.42252697,-36.66653641,0.48,61.57,0.42,0.069965357,0.358944781,0.066505681,0.838465042,23059.18288,128.6570384,3.227009467,24.32369381,3.910524211,11910.71183,539.4115933,445.6056472,60.53177756,36.94361041,10.1315376,65.84567583,6.225801913,36.51234994,10.54948246,Shrubland,18-06-12,236,1.5,1,0.5,Level,Plain,Footslope,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,2,2,0,1,1,0,0,Shrub land mainly Guiera senegalensis population together with Boreria senegalensis ;Combretum nigricans ;Combretum micrantum .,Yes,0,1,0,0,Semi natural terrestrial vegetation /using for pasture and fire wood collection .,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,50,50,80,Semi natural terrestrial vegetation /shfubland located on a footslope of plain.,-91.3,3,0.9164,0.003,933,-20.88,icr068400,69.5624,19.4126,0,0.8856,4.4776,0,19.88391681,30.11693001,137.9260566,0.199992782,148.92,63.53920154,212.4592015,0.582080004,19,1.45,13,28.99583332,489,2925,0.000428571,1.044,0.077233478,31.79538155
icr068420,8.123596667,11.28078,West Africa,Nigeria,Pampaida,1,3,Subsoil,14.895,30.607,41.68,59.455,0.38,0.38,0,0.03,6.1,1263.131623,672.3631748,14.90303577,-8.32567391,0.56,30.66,3.29,0.082482398,0.444344557,0.06487883,1.107010966,25585.52256,744.4397497,3.561283796,9.886579835,2.86622317,12230.6191,1683.358607,1272.965518,113.5117811,62.08730057,5.814150607,56.48875262,11.19130303,25.6595347,22.13381879,Grassland,08-06-12,626,1.3,2,3,Level,Plateau,Midslope,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,Grassland Very dense grass cover Cropland not yet plowed,No,1,0,0,0,Terrestrial semi natural vegetation Within community environment,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,Grassland on flat midleslope plateau,-65.6,2.9,0.9424,0.0029,712,-17.05,icr068420,42.4038,12.7637,0,1.9809,4.3756,32.4604,10.31141061,25.98417664,122.7599092,0.178001868,114.57,26.03863714,140.6086371,0.385229143,24,1.45,23,25.20833333,950,2366,0.234014286,1.102,0.200237274,27.40244293
icr068440,8.119573333,11.307105,West Africa,Nigeria,Pampaida,2,1,Subsoil,18.047,33.38,43.044,57.423,0.41,0.41,0,0.04,6.39,1368.93436,1220.190616,782.9926783,-17.79104308,0.84,38.62,3.14,0.072751746,0.683000943,0.027280819,4.418718938,25664.4332,898.0362718,36.47089235,33.39803047,10.91628395,24692.35367,1388.579185,1344.526446,984.5009029,61.65115043,14.22780876,61.4195703,36.57737375,28.84753229,16.99348145,Cropland,07-06-12,630,1.5,1,3,Sloping,Plateau,Midslope,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cropland Soybean field,Yes,1,0,0,0,Terrestrial cultivated managed area Within community environment,2,3,3,3,None,None,None,None,Structural,1,Ridge against slope,50,50,50,50,Cropland on sloping midleslope plateau,NA,NA,NA,NA,NA,NA,icr068440,38.8969,10.912,0,3.5714,7.9406,29.7566,9.277812168,25.98417664,122.7599092,0.17554667,114.57,26.03863714,140.6086371,0.385229143,25,1.43,22,25.22083338,945,2366,0.223457143,1.1726,0.200237274,27.40244293
icr068500,8.145926667,11.29146167,West Africa,Nigeria,Pampaida,5,1,Subsoil,5.365,17.335,26.481,55.073,0.33,0.33,0,0.03,7.08,793.7551086,896.8885353,82.3795112,-23.73559861,1.2,28.31,4.34,0.1475028,0.685680278,0.214025236,6.480713993,15457.29786,1295.249892,3.842277552,10.30449427,2.48704809,10343.74091,1087.217303,946.5296657,160.8303141,107.2700779,5.236986599,54.43994568,7.219948786,23.86488001,14.54306248,Grassland,11-06-12,617,1.6,0,1,Level,Plateau,Footslope,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,Grassland Dense short grass cover Next to housing material extractiion hole,Yes,0,0,0,0,Terrestrial semi natural vegetation Fallow land,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,Grassland Next to housing,-123.6,3.2,0.8839,0.0032,1245,-18.14,icr068500,56.1807,6.5482,2.8561,0,3.5522,27.7598,10.31141061,25.98417664,122.7599092,0.176774269,114.57,25.32600002,139.896,0.383276712,26,1.44,21,25.3208334,944,2373,0.240285714,0.9504,0.200237274,27.40244293
icr068522,8.148253333,11.31266,West Africa,Nigeria,Pampaida,6,2,Subsoil,9.591,22.607,31.726,51.831,0.36,0.36,0,0.03,6.42,1059.983878,953.9959221,306.3082978,-20.59474928,0.5,35.36,3.28,0.053868166,0.541473937,0.029542277,2.190038639,19964.95782,762.8741754,28.95041079,26.00231522,6.246180252,31419.6018,1315.629553,1169.002823,573.5541245,49.53740641,8.627109223,70.31037996,45.53511933,20.62622626,16.83605111,Cropland,09-06-12,610,2,1,2,Level,Plateau,Midslope,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,Cropland Not yet plowed Next to housing,Yes,1,0,0,0,Terrestrial cultivated managed area Within community environment,2,2,2,2,None,None,None,None,None,0,,50,50,50,50,Cropland on nearly flat midleslope plateau midleslope Next to housing,-146.1,3.1,0.8612,0.0031,1482,-19.47,icr068522,47.3625,9.9023,0.6195,3.3309,10.9051,18.2969,9.277812168,25.98417664,122.7599092,0.176774269,114.57,25.74606811,140.3160681,0.384427584,27,1.44,23,25.35833347,939,2375,0.229057143,1.0368,0.200237274,27.40244293
